NO,DATE,PRICE (PHP per kg),MANUFACTURING PARTNER,COCONUT VARIETY,CLIMATE SEASON,HARVEST SEASON,QUANTITY SOLD
5954,9/20/2019,PHP 18.27,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.1
5955,9/20/2019,PHP 18.27,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.8
5956,9/20/2019,PHP 18.27,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.0
5957,9/20/2019,PHP 18.27,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.9
5958,9/20/2019,PHP 19.90,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.2
5959,9/21/2019,,RGS,,RAINY,peak harvest,
5960,9/21/2019,,LASWERTE,,RAINY,peak harvest,
5961,9/21/2019,,BANGAYAN,,RAINY,peak harvest,
5962,9/21/2019,,ASIACOM,,RAINY,peak harvest,
5963,9/21/2019,,CARGILL,,RAINY,peak harvest,
5964,9/21/2019,,PHIDCO,,RAINY,peak harvest,
5965,9/22/2019,,RGS,,RAINY,peak harvest,
5966,9/22/2019,,LASWERTE,,RAINY,peak harvest,
5967,9/22/2019,,BANGAYAN,,RAINY,peak harvest,
5968,9/22/2019,,ASIACOM,,RAINY,peak harvest,
5969,9/22/2019,,CARGILL,,RAINY,peak harvest,
5970,9/22/2019,,PHIDCO,,RAINY,peak harvest,
5971,9/23/2019,PHP 18.27,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.0
5972,9/23/2019,PHP 18.27,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.5
5973,9/23/2019,PHP 18.27,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.0
5974,9/23/2019,PHP 18.27,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.4
5975,9/23/2019,PHP 18.27,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.1
5976,9/23/2019,PHP 19.90,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,35.6
5977,9/24/2019,PHP 18.27,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,34.5
5978,9/24/2019,PHP 18.27,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,33.6
5979,9/24/2019,PHP 18.27,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,33.0
5980,9/24/2019,PHP 18.27,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.2
5981,9/24/2019,PHP 18.27,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,33.9
5982,9/24/2019,PHP 19.90,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.4
5983,9/25/2019,PHP 18.27,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,33.3
5984,9/25/2019,PHP 18.27,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,33.0
5985,9/25/2019,PHP 18.27,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.1
5986,9/25/2019,PHP 18.27,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.2
5987,9/25/2019,PHP 18.27,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.6
5988,9/25/2019,PHP 19.90,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,32.6
5989,9/26/2019,PHP 18.27,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,34.2
5990,9/26/2019,PHP 18.27,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.2
5991,9/26/2019,PHP 18.27,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,35.7
5992,9/26/2019,PHP 18.27,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.1
5993,9/26/2019,PHP 18.27,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.3
5994,9/26/2019,PHP 19.90,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,33.3
5995,9/27/2019,PHP 18.27,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,35.8
5996,9/27/2019,PHP 18.27,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.0
5997,9/27/2019,PHP 18.27,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.3
5998,9/27/2019,PHP 18.27,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,35.2
5999,9/27/2019,PHP 18.27,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,35.2
6000,9/27/2019,PHP 19.90,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,35.8
6001,9/28/2019,,RGS,,RAINY,peak harvest,
6002,9/28/2019,,LASWERTE,,RAINY,peak harvest,
6003,9/28/2019,,BANGAYAN,,RAINY,peak harvest,
6004,9/28/2019,,ASIACOM,,RAINY,peak harvest,
6005,9/28/2019,,CARGILL,,RAINY,peak harvest,
6006,9/28/2019,,PHIDCO,,RAINY,peak harvest,
6007,9/29/2019,,RGS,,RAINY,peak harvest,
6008,9/29/2019,,LASWERTE,,RAINY,peak harvest,
6009,9/29/2019,,BANGAYAN,,RAINY,peak harvest,
6010,9/29/2019,,ASIACOM,,RAINY,peak harvest,
6011,9/29/2019,,CARGILL,,RAINY,peak harvest,
6012,9/29/2019,,PHIDCO,,RAINY,peak harvest,
6013,9/30/2019,PHP 18.27,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,34.3
6014,9/30/2019,PHP 18.27,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,34.2
6015,9/30/2019,PHP 18.27,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.0
6016,9/30/2019,PHP 18.27,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,33.5
6017,9/30/2019,PHP 18.27,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.3
6018,9/30/2019,PHP 19.90,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.0
6019,10/1/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.2
6020,10/1/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,42.0
6021,10/1/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,48.2
6022,10/1/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.4
6023,10/1/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.9
6024,10/1/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.2
6025,10/2/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.9
6026,10/2/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,48.1
6027,10/2/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.3
6028,10/2/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.8
6029,10/2/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.2
6030,10/2/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.3
6031,10/3/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,49.1
6032,10/3/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,49.4
6033,10/3/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,46.8
6034,10/3/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.3
6035,10/3/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,40.2
6036,10/3/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,46.2
6037,10/4/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.4
6038,10/4/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.6
6039,10/4/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,46.8
6040,10/4/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,40.3
6041,10/4/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,42.2
6042,10/4/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.0
6043,10/5/2019,,RGS,,RAINY,peak harvest,
6044,10/5/2019,,LASWERTE,,RAINY,peak harvest,
6045,10/5/2019,,BANGAYAN,,RAINY,peak harvest,
6046,10/5/2019,,ASIACOM,,RAINY,peak harvest,
6047,10/5/2019,,CARGILL,,RAINY,peak harvest,
6048,10/5/2019,,PHIDCO,,RAINY,peak harvest,
6049,10/6/2019,,RGS,,RAINY,peak harvest,
6050,10/6/2019,,LASWERTE,,RAINY,peak harvest,
6051,10/6/2019,,BANGAYAN,,RAINY,peak harvest,
6052,10/6/2019,,ASIACOM,,RAINY,peak harvest,
6053,10/6/2019,,CARGILL,,RAINY,peak harvest,
6054,10/6/2019,,PHIDCO,,RAINY,peak harvest,
6055,10/7/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.2
6056,10/7/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.2
6057,10/7/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.9
6058,10/7/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.1
6059,10/7/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.2
6060,10/7/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.4
6061,10/8/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.0
6062,10/8/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.5
6063,10/8/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,46.6
6064,10/8/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.5
6065,10/8/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.1
6066,10/8/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.3
6067,10/9/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,48.2
6068,10/9/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,40.7
6069,10/9/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.6
6070,10/9/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.6
6071,10/9/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.3
6072,10/9/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.9
6073,10/10/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.4
6074,10/10/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.6
6075,10/10/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.1
6076,10/10/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.3
6077,10/10/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.2
6078,10/10/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.2
6079,10/11/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,47.0
6080,10/11/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.2
6081,10/11/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.7
6082,10/11/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,40.3
6083,10/11/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,48.6
6084,10/11/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.4
6085,10/12/2019,,RGS,,RAINY,peak harvest,
6086,10/12/2019,,LASWERTE,,RAINY,peak harvest,
6087,10/12/2019,,BANGAYAN,,RAINY,peak harvest,
6088,10/12/2019,,ASIACOM,,RAINY,peak harvest,
6089,10/12/2019,,CARGILL,,RAINY,peak harvest,
6090,10/12/2019,,PHIDCO,,RAINY,peak harvest,
6091,10/13/2019,,RGS,,RAINY,peak harvest,
6092,10/13/2019,,LASWERTE,,RAINY,peak harvest,
6093,10/13/2019,,BANGAYAN,,RAINY,peak harvest,
6094,10/13/2019,,ASIACOM,,RAINY,peak harvest,
6095,10/13/2019,,CARGILL,,RAINY,peak harvest,
6096,10/13/2019,,PHIDCO,,RAINY,peak harvest,
6097,10/14/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,42.0
6098,10/14/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,47.7
6099,10/14/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.1
6100,10/14/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.1
6101,10/14/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,48.6
6102,10/14/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,48.3
6103,10/15/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.6
6104,10/15/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.1
6105,10/15/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,48.8
6106,10/15/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.6
6107,10/15/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,47.0
6108,10/15/2019,PHP 18.51,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.2
6109,10/16/2019,PHP 19.30,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.3
6110,10/16/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.0
6111,10/16/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.9
6112,10/16/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.9
6113,10/16/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.8
6114,10/16/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.7
6115,10/17/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.3
6116,10/17/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,49.1
6117,10/17/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.9
6118,10/17/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.7
6119,10/17/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.9
6120,10/17/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.2
6121,10/18/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.5
6122,10/18/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,48.1
6123,10/18/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.5
6124,10/18/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.1
6125,10/18/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.6
6126,10/18/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.6
6127,10/19/2019,,RGS,,RAINY,peak harvest,
6128,10/19/2019,,LASWERTE,,RAINY,peak harvest,
6129,10/19/2019,,BANGAYAN,,RAINY,peak harvest,
6130,10/19/2019,,ASIACOM,,RAINY,peak harvest,
6131,10/19/2019,,CARGILL,,RAINY,peak harvest,
6132,10/19/2019,,PHIDCO,,RAINY,peak harvest,
6133,10/20/2019,,RGS,,RAINY,peak harvest,
6134,10/20/2019,,LASWERTE,,RAINY,peak harvest,
6135,10/20/2019,,BANGAYAN,,RAINY,peak harvest,
6136,10/20/2019,,ASIACOM,,RAINY,peak harvest,
6137,10/20/2019,,CARGILL,,RAINY,peak harvest,
6138,10/20/2019,,PHIDCO,,RAINY,peak harvest,
6139,10/21/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.5
6140,10/21/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.5
6141,10/21/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.1
6142,10/21/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,42.5
6143,10/21/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,49.6
6144,10/21/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.5
6145,10/22/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,49.7
6146,10/22/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.7
6147,10/22/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,42.2
6148,10/22/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.6
6149,10/22/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.1
6150,10/22/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,46.3
6151,10/23/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.5
6152,10/23/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.0
6153,10/23/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.3
6154,10/23/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,49.8
6155,10/23/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,40.1
6156,10/23/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.8
6157,10/24/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.5
6158,10/24/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,47.8
6159,10/24/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,49.9
6160,10/24/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.8
6161,10/24/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,42.8
6162,10/24/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.1
6163,10/25/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.3
6164,10/25/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.5
6165,10/25/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.9
6166,10/25/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,48.2
6167,10/25/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,46.6
6168,10/25/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,46.6
6169,10/26/2019,,RGS,,RAINY,peak harvest,
6170,10/26/2019,,LASWERTE,,RAINY,peak harvest,
6171,10/26/2019,,BANGAYAN,,RAINY,peak harvest,
6172,10/26/2019,,ASIACOM,,RAINY,peak harvest,
6173,10/26/2019,,CARGILL,,RAINY,peak harvest,
6174,10/26/2019,,PHIDCO,,RAINY,peak harvest,
6175,10/27/2019,,RGS,,RAINY,peak harvest,
6176,10/27/2019,,LASWERTE,,RAINY,peak harvest,
6177,10/27/2019,,BANGAYAN,,RAINY,peak harvest,
6178,10/27/2019,,ASIACOM,,RAINY,peak harvest,
6179,10/27/2019,,CARGILL,,RAINY,peak harvest,
6180,10/27/2019,,PHIDCO,,RAINY,peak harvest,
6181,10/28/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.7
6182,10/28/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.9
6183,10/28/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.5
6184,10/28/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.4
6185,10/28/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.5
6186,10/28/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,40.4
6187,10/29/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.5
6188,10/29/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.5
6189,10/29/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.1
6190,10/29/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.0
6191,10/29/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,47.3
6192,10/29/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,47.2
6193,10/30/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.8
6194,10/30/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.7
6195,10/30/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.9
6196,10/30/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,39.9
6197,10/30/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.4
6198,10/30/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.6
6199,10/31/2019,PHP 18.51,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,41.4
6200,10/31/2019,PHP 18.51,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.9
6201,10/31/2019,PHP 18.51,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,36.9
6202,10/31/2019,PHP 18.51,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,40.9
6203,10/31/2019,PHP 18.51,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.3
6204,10/31/2019,PHP 19.30,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,43.6
6205,11/1/2019,PHP 18.78,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.9
6206,11/1/2019,PHP 18.78,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,51.3
6207,11/1/2019,PHP 18.78,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.7
6208,11/1/2019,PHP 18.78,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,51.9
6209,11/1/2019,,CARGILL,,RAINY,peak harvest,
6210,11/1/2019,,PHIDCO,,RAINY,peak harvest,
6211,11/2/2019,,RGS,,RAINY,peak harvest,
6212,11/2/2019,,LASWERTE,,RAINY,peak harvest,
6213,11/2/2019,,BANGAYAN,,RAINY,peak harvest,
6214,11/2/2019,,ASIACOM,,RAINY,peak harvest,
6215,11/2/2019,,CARGILL,,RAINY,peak harvest,
6216,11/2/2019,,PHIDCO,,RAINY,peak harvest,
6217,11/3/2019,,RGS,,RAINY,peak harvest,
6218,11/3/2019,,LASWERTE,,RAINY,peak harvest,
6219,11/3/2019,,BANGAYAN,,RAINY,peak harvest,
6220,11/3/2019,,ASIACOM,,RAINY,peak harvest,
6221,11/3/2019,,CARGILL,,RAINY,peak harvest,
6222,11/3/2019,,PHIDCO,,RAINY,peak harvest,
6223,11/4/2019,PHP 18.78,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,52.1
6224,11/4/2019,PHP 18.78,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.1
6225,11/4/2019,PHP 18.78,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,37.2
6226,11/4/2019,PHP 18.78,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,51.9
6227,11/4/2019,PHP 18.78,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,49.8
6228,11/4/2019,PHP 20.60,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,40.3
6229,11/5/2019,PHP 18.78,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.6
6230,11/5/2019,PHP 18.78,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.8
6231,11/5/2019,PHP 18.78,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.5
6232,11/5/2019,PHP 18.78,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,52.4
6233,11/5/2019,PHP 18.78,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,38.1
6234,11/5/2019,PHP 20.60,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,45.3
6235,11/6/2019,PHP 18.78,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,44.5
