NO,DATE,PRICE (PHP per kg),MANUFACTURING PARTNER,COCONUT VARIETY,CLIMATE SEASON,HARVEST SEASON,QUANTITY SOLD
1735,10/17/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.8
1736,10/17/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,15.8
1737,10/17/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.2
1738,10/17/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.2
1739,10/17/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.8
1740,10/17/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.7
1741,10/18/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.1
1742,10/18/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.9
1743,10/18/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,15.1
1744,10/18/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.2
1745,10/18/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.9
1746,10/18/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.8
1747,10/19/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.4
1748,10/19/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.9
1749,10/19/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.2
1750,10/19/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.6
1751,10/19/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,15.2
1752,10/19/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,15.0
1753,10/20/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.1
1754,10/20/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.3
1755,10/20/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.9
1756,10/20/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.7
1757,10/20/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.9
1758,10/20/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,15.3
1759,10/21/2017,,RGS,,RAINY,peak harvest,
1760,10/21/2017,,LASWERTE,,RAINY,peak harvest,
1761,10/21/2017,,BANGAYAN,,RAINY,peak harvest,
1762,10/21/2017,,ASIACOM,,RAINY,peak harvest,
1763,10/21/2017,,CARGILL,,RAINY,peak harvest,
1764,10/21/2017,,PHIDCO,,RAINY,peak harvest,
1765,10/22/2017,,RGS,,RAINY,peak harvest,
1766,10/22/2017,,LASWERTE,,RAINY,peak harvest,
1767,10/22/2017,,BANGAYAN,,RAINY,peak harvest,
1768,10/22/2017,,ASIACOM,,RAINY,peak harvest,
1769,10/22/2017,,CARGILL,,RAINY,peak harvest,
1770,10/22/2017,,PHIDCO,,RAINY,peak harvest,
1771,10/23/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.6
1772,10/23/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.2
1773,10/23/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,15.2
1774,10/23/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.3
1775,10/23/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.2
1776,10/23/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.9
1777,10/24/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.4
1778,10/24/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.4
1779,10/24/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.1
1780,10/24/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.4
1781,10/24/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.8
1782,10/24/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.1
1783,10/25/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,15.8
1784,10/25/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.4
1785,10/25/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.4
1786,10/25/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.8
1787,10/25/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.6
1788,10/25/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.1
1789,10/26/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.7
1790,10/26/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.3
1791,10/26/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.2
1792,10/26/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.5
1793,10/26/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.3
1794,10/26/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.4
1795,10/27/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,15.0
1796,10/27/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.3
1797,10/27/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.8
1798,10/27/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.2
1799,10/27/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.9
1800,10/27/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.5
1801,10/28/2017,,RGS,,RAINY,peak harvest,
1802,10/28/2017,,LASWERTE,,RAINY,peak harvest,
1803,10/28/2017,,BANGAYAN,,RAINY,peak harvest,
1804,10/28/2017,,ASIACOM,,RAINY,peak harvest,
1805,10/28/2017,,CARGILL,,RAINY,peak harvest,
1806,10/28/2017,,PHIDCO,,RAINY,peak harvest,
1807,10/29/2017,,RGS,,RAINY,peak harvest,
1808,10/29/2017,,LASWERTE,,RAINY,peak harvest,
1809,10/29/2017,,BANGAYAN,,RAINY,peak harvest,
1810,10/29/2017,,ASIACOM,,RAINY,peak harvest,
1811,10/29/2017,,CARGILL,,RAINY,peak harvest,
1812,10/29/2017,,PHIDCO,,RAINY,peak harvest,
1813,10/30/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,13.4
1814,10/30/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.2
1815,10/30/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,14.8
1816,10/30/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,15.5
1817,10/30/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,12.4
1818,10/30/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,11.2
1819,10/31/2017,,RGS,,RAINY,peak harvest,
1820,10/31/2017,,LASWERTE,,RAINY,peak harvest,
1821,10/31/2017,,BANGAYAN,,RAINY,peak harvest,
1822,10/31/2017,,ASIACOM,,RAINY,peak harvest,
1823,10/31/2017,,CARGILL,,RAINY,peak harvest,
1824,10/31/2017,,PHIDCO,,RAINY,peak harvest,
1825,11/1/2017,,RGS,,RAINY,peak harvest,
1826,11/1/2017,,LASWERTE,,RAINY,peak harvest,
1827,11/1/2017,,BANGAYAN,,RAINY,peak harvest,
1828,11/1/2017,,ASIACOM,,RAINY,peak harvest,
1829,11/1/2017,,CARGILL,,RAINY,peak harvest,
1830,11/1/2017,,PHIDCO,,RAINY,peak harvest,
1831,11/2/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.0
1832,11/2/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.8
1833,11/2/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.5
1834,11/2/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.0
1835,11/2/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.7
1836,11/2/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,25.0
1837,11/3/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.8
1838,11/3/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,25.0
1839,11/3/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.2
1840,11/3/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.5
1841,11/3/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.3
1842,11/3/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.5
1843,11/4/2017,,RGS,,RAINY,peak harvest,
1844,11/4/2017,,LASWERTE,,RAINY,peak harvest,
1845,11/4/2017,,BANGAYAN,,RAINY,peak harvest,
1846,11/4/2017,,ASIACOM,,RAINY,peak harvest,
1847,11/4/2017,,CARGILL,,RAINY,peak harvest,
1848,11/4/2017,,PHIDCO,,RAINY,peak harvest,
1849,11/5/2017,,RGS,,RAINY,peak harvest,
1850,11/5/2017,,LASWERTE,,RAINY,peak harvest,
1851,11/5/2017,,BANGAYAN,,RAINY,peak harvest,
1852,11/5/2017,,ASIACOM,,RAINY,peak harvest,
1853,11/5/2017,,CARGILL,,RAINY,peak harvest,
1854,11/5/2017,,PHIDCO,,RAINY,peak harvest,
1855,11/6/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.1
1856,11/6/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.3
1857,11/6/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.8
1858,11/6/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.3
1859,11/6/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.5
1860,11/6/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.8
1861,11/7/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.6
1862,11/7/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.3
1863,11/7/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.0
1864,11/7/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,25.1
1865,11/7/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.2
1866,11/7/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.8
1867,11/8/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.0
1868,11/8/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.4
1869,11/8/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.2
1870,11/8/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.2
1871,11/8/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.8
1872,11/8/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.8
1873,11/9/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.6
1874,11/9/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.0
1875,11/9/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.0
1876,11/9/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.8
1877,11/9/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.6
1878,11/9/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.8
1879,11/10/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.4
1880,11/10/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.7
1881,11/10/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.5
1882,11/10/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.7
1883,11/10/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,25.1
1884,11/10/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.1
1885,11/11/2017,,RGS,,RAINY,peak harvest,
1886,11/11/2017,,LASWERTE,,RAINY,peak harvest,
1887,11/11/2017,,BANGAYAN,,RAINY,peak harvest,
1888,11/11/2017,,ASIACOM,,RAINY,peak harvest,
1889,11/11/2017,,CARGILL,,RAINY,peak harvest,
1890,11/11/2017,,PHIDCO,,RAINY,peak harvest,
1891,11/12/2017,,RGS,,RAINY,peak harvest,
1892,11/12/2017,,LASWERTE,,RAINY,peak harvest,
1893,11/12/2017,,BANGAYAN,,RAINY,peak harvest,
1894,11/12/2017,,ASIACOM,,RAINY,peak harvest,
1895,11/12/2017,,CARGILL,,RAINY,peak harvest,
1896,11/12/2017,,PHIDCO,,RAINY,peak harvest,
1897,11/13/2017,,RGS,,RAINY,peak harvest,
1898,11/13/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.2
1899,11/13/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.5
1900,11/13/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.6
1901,11/13/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.3
1902,11/13/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.5
1903,11/14/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.9
1904,11/14/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.6
1905,11/14/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.9
1906,11/14/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.6
1907,11/14/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.7
1908,11/14/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.7
1909,11/15/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.7
1910,11/15/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.3
1911,11/15/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.3
1912,11/15/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.6
1913,11/15/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.5
1914,11/15/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.4
1915,11/16/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.6
1916,11/16/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.9
1917,11/16/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.8
1918,11/16/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.7
1919,11/16/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.0
1920,11/16/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.4
1921,11/17/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.8
1922,11/17/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.8
1923,11/17/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.2
1924,11/17/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.1
1925,11/17/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.8
1926,11/17/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.5
1927,11/18/2017,,RGS,,RAINY,peak harvest,
1928,11/18/2017,,LASWERTE,,RAINY,peak harvest,
1929,11/18/2017,,BANGAYAN,,RAINY,peak harvest,
1930,11/18/2017,,ASIACOM,,RAINY,peak harvest,
1931,11/18/2017,,CARGILL,,RAINY,peak harvest,
1932,11/18/2017,,PHIDCO,,RAINY,peak harvest,
1933,11/19/2017,,RGS,,RAINY,peak harvest,
1934,11/19/2017,,LASWERTE,,RAINY,peak harvest,
1935,11/19/2017,,BANGAYAN,,RAINY,peak harvest,
1936,11/19/2017,,ASIACOM,,RAINY,peak harvest,
1937,11/19/2017,,CARGILL,,RAINY,peak harvest,
1938,11/19/2017,,PHIDCO,,RAINY,peak harvest,
1939,11/20/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,25.1
1940,11/20/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.3
1941,11/20/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.4
1942,11/20/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.2
1943,11/20/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.5
1944,11/20/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.1
1945,11/21/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.8
1946,11/21/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.2
1947,11/21/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.6
1948,11/21/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.7
1949,11/21/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.7
1950,11/21/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.3
1951,11/22/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.4
1952,11/22/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.8
1953,11/22/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.7
1954,11/22/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.3
1955,11/22/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.5
1956,11/22/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.6
1957,11/23/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.7
1958,11/23/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.6
1959,11/23/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.7
1960,11/23/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.7
1961,11/23/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.9
1962,11/23/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.8
1963,11/24/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.4
1964,11/24/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.4
1965,11/24/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.8
1966,11/24/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.1
1967,11/24/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.7
1968,11/24/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.9
1969,11/25/2017,,RGS,,RAINY,peak harvest,
1970,11/25/2017,,LASWERTE,,RAINY,peak harvest,
1971,11/25/2017,,BANGAYAN,,RAINY,peak harvest,
1972,11/25/2017,,ASIACOM,,RAINY,peak harvest,
1973,11/25/2017,,CARGILL,,RAINY,peak harvest,
1974,11/25/2017,,PHIDCO,,RAINY,peak harvest,
1975,11/26/2017,,RGS,,RAINY,peak harvest,
1976,11/26/2017,,LASWERTE,,RAINY,peak harvest,
1977,11/26/2017,,BANGAYAN,,RAINY,peak harvest,
1978,11/26/2017,,ASIACOM,,RAINY,peak harvest,
1979,11/26/2017,,CARGILL,,RAINY,peak harvest,
1980,11/26/2017,,PHIDCO,,RAINY,peak harvest,
1981,11/27/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,21.7
1982,11/27/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.4
1983,11/27/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.5
1984,11/27/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.8
1985,11/27/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.0
1986,11/27/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.7
1987,11/28/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,20.7
1988,11/28/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.6
1989,11/28/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,22.1
1990,11/28/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.8
1991,11/28/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.4
1992,11/28/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.2
1993,11/29/2017,PHP 43.53,RGS,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.6
1994,11/29/2017,PHP 43.53,LASWERTE,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.9
1995,11/29/2017,PHP 43.53,BANGAYAN,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.7
1996,11/29/2017,PHP 43.53,ASIACOM,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,23.5
1997,11/29/2017,PHP 43.53,CARGILL,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,24.0
1998,11/29/2017,PHP 46.05,PHIDCO,PCA 15-1 (CATD x LAGT),RAINY,peak harvest,25.1
1999,11/30/2017,,RGS,,RAINY,peak harvest,
2000,11/30/2017,,LASWERTE,,RAINY,peak harvest,
2001,11/30/2017,,BANGAYAN,,RAINY,peak harvest,
2002,11/30/2017,,ASIACOM,,RAINY,peak harvest,
2003,11/30/2017,,CARGILL,,RAINY,peak harvest,
2004,11/30/2017,,PHIDCO,,RAINY,peak harvest,
2005,12/1/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),DRY,,21.7
2006,12/1/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,26.9
2007,12/1/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,21.7
2008,12/1/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,21.5
2009,12/1/2017,PHP 43.50,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,22.3
2010,12/1/2017,PHP 46.00,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,22.5
2011,12/2/2017,,RGS,,DRY,,
2012,12/2/2017,,LASWERTE,,DRY,,
2013,12/2/2017,,BANGAYAN,,DRY,,
2014,12/2/2017,,ASIACOM,,DRY,,
2015,12/2/2017,,CARGILL,,DRY,,
2016,12/2/2017,,PHIDCO,,DRY,,
2017,12/3/2017,,RGS,,DRY,,
2018,12/3/2017,,LASWERTE,,DRY,,
2019,12/3/2017,,BANGAYAN,,DRY,,
2020,12/3/2017,,ASIACOM,,DRY,,
2021,12/3/2017,,CARGILL,,DRY,,
2022,12/3/2017,,PHIDCO,,DRY,,
2023,12/4/2017,PHP 43.50,RGS,PCA 15-1 (CATD x LAGT),DRY,,23.9
2024,12/4/2017,PHP 43.50,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,27.1
2025,12/4/2017,PHP 43.50,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,26.0
2026,12/4/2017,PHP 43.50,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,23.6
